creded,debitF,meanpay,billnum,debitM,zhongxingM,sidaM,xindaiR,cardnum,xindaiF,maxpay,zhuanzhangF,gongjiaoF,zhuanzhangR,age,gongjiaoR,sidaF,sidaR,zhongxingF,zhongxingR,xiaofeiF,jinkaF,zhuanzhangM,gongjiaoM,youxiM,xindaiS,black
0.06,51,153621,6,60831.63,2300,59622,319.72,10,5,5006519.69,8,0,97.74,31,365,15,229.85,1,244.44,0,1,382805.19,6592.56,34.94,126828.53,1
0.07,63,92904,154,35241.07,516,89485,46.31,4,1,1977454.56,28,1,255.98,31,320.58,3,362.01,18,118.66,4,12,690507.71,353.32,55.26,259176.33,0
0.13,19,37008,94,489375.82,42926,189,56.9,1,1,724673.02,48,0,142.5,29,340,0,214.64,12,327.74,0,14,7720.06,3504.42,18.14,1630.48,0
0.37,55,300631,200,515955.23,293823,709138,286.95,5,3,68504.22,6,0,164.03,32,365,27,57.75,1,185.12,5,0,306976,457.64,571.07,250060.18,0
0.28,54,629715,5,122737.48,246959,4769,28.63,11,1,1915202.45,11,0,180.7,30,365,31,269.65,4,191.1,0,7,798994.81,2738.63,127.67,193506.83,0
0.02,11,205902,7,334049.78,19911,20752,344,5,3,196674.25,33,2,169.26,35,365,2,179.69,12,245.88,0,0,127245.54,379.28,294.8,211808.19,1
0.06,76,29437,258,188570.18,75008,111470,336.58,12,1,3022663.7,52,0,39.67,32,334.68,4,151.21,3,241.88,6,6,401880.43,1708.46,25.89,120783.22,1
0.01,88,540958,38,860203.33,273640,37437,266.43,13,5,585374.09,66,0,159.81,31,316.33,25,59.44,6,299.28,7,14,143715.47,460.6,27.78,2416.62,0
0.03,5,288883,233,137894.13,356643,351471,143.34,5,2,1449582.41,2,1,194.66,43,365,1,240.76,10,337.66,5,6,108144.44,7045.93,82.2,4486.65,1
0,21,165983,82,1016222.05,162462,799926,183.69,11,8,880749.12,1,0,312.42,37,365,16,116.83,7,365,0,4,34234.61,5015.57,152.59,8351.19,1
0.02,71,579043,122,916758.48,236725,291758,313.93,8,2,5122.59,29,0,154.63,33,364.5,37,222.21,11,365,4,1,603063.74,232.92,13.22,8384.65,0
0.05,5,361615,43,486081.13,318923,11334,270.1,4,3,1692905.45,18,4,426.38,30,365,66,111.72,19,342.69,5,25,485632.81,228.8,341.87,148736.3,1
0.56,58,50428,3,334278.6,22950,211071,291.61,1,10,1962006.64,39,1,389.43,25,365,2,37.65,29,365,0,10,201729.74,1519.09,1.92,13279.28,1
0.21,63,260152,23,153878.65,22656,312737,175.76,1,0,224294.88,33,1,299.67,35,344.57,25,148.6,1,214.04,5,1,792852.23,1070.49,193.16,251667.24,0
0.01,4,183102,5,583243.05,16345,332898,188.19,1,0,1199862.12,3,1,165.67,31,274.78,2,253.63,17,235.03,3,0,3561.18,28754.01,760.17,182967.83,0
0.09,1,228064,110,134742.31,29433,80041,297.73,7,5,1979641.7,1,0,119.44,25,323.48,2,261.24,20,134.67,2,0,11165.3,23417.91,46.26,64780.27,0
0.08,52,50978,67,925017.05,25965,303555,71.5,6,14,714930.74,1,0,181.34,27,365,3,184.9,22,236.98,1,3,13833.98,77.92,9.06,137628.2,0
0.22,22,183169,157,53504.93,336581,598494,136.03,4,0,1471645.99,57,0,509.71,28,299.75,17,79.45,1,219.25,4,8,41198.34,1822.38,32.87,57314.56,0
0.05,22,486964,2,62647.19,235006,518971,45.89,5,7,227147.83,9,0,25.32,29,318.44,55,51.79,1,331.76,0,5,288976.62,1295.73,564.91,133689.55,0
0.02,64,26484,164,164743.29,198511,100920,119.84,7,3,1632266.87,19,2,281,31,348.6,5,25.47,31,365,0,13,17039.45,5236.78,653.43,11384.17,1
0.26,42,656625,258,322603.64,6306,21020,172.54,9,1,869531.49,41,1,23.33,37,290.79,1,93.21,2,247.96,0,28,553918.85,83.36,16.41,83840.16,0
0.25,51,309547,9,811666.53,16704,129480,104.7,7,7,849319.53,2,5,221.33,30,333.05,8,157.38,2,130.99,5,2,300404.97,31866.67,63.47,64637.89,0
0.03,6,623483,132,1028307.13,12969,308933,110.9,7,5,146901.97,1,0,352.85,19,365,2,123.18,4,351.88,2,1,1163975.59,7497.31,277.28,203650.81,0
0.45,18,335135,22,170405.15,23895,121826,262.79,3,4,4072495.98,23,0,98.55,26,365,74,166.08,0,205.08,0,2,280283.28,3345.14,170.12,187992.64,0
0.01,20,64220,54,444989.41,7816,443627,29.55,1,2,1328266.85,55,0,315.27,27,365,12,65.09,0,248.44,10,10,513.3,286.86,679.62,6809.71,1
0.19,54,325407,50,90474.34,52422,27725,126.78,12,1,1825492.75,4,3,235.94,33,328.16,72,274.09,7,148.71,0,1,3489.17,1786.23,49.1,2887.26,0
0.03,2,138550,4,454137.56,24253,64549,160.27,0,12,14870.56,13,1,168.06,36,339.19,60,220.24,2,352.19,1,1,107637.38,1594.45,17.56,6597.47,1
0.52,37,16182,40,351594.77,454989,51345,264.54,13,1,102442.09,21,2,259.37,26,345.71,33,365,24,365,11,2,152027.59,841.02,21.38,353123.48,0
0.09,22,293372,4,551836.29,271656,62864,22.78,1,7,1624046.73,13,0,109.33,22,365,4,358.88,36,296.01,0,16,301256.48,8167.15,272.49,6717.91,0
0.01,5,912,77,29781.06,494713,597748,48.75,2,0,2153838.27,46,4,236.76,26,317.03,63,35.35,12,278.73,2,3,26075.77,613.06,15.79,7886.19,1
0.2,50,52651,16,128785.9,4098,242187,109.82,13,6,29570.79,43,0,189.3,36,315.49,36,256.8,0,365,1,0,517270.44,433.77,15.64,17565.25,0
0.14,40,28075,53,297364.4,510709,15801,204.98,8,3,118933.2,13,3,219.43,38,351.08,35,71.3,1,365,10,5,761009.99,6074.34,67.8,258433.65,1
0.44,9,282376,2,18805.31,12823,110292,96.08,3,1,1888300.74,0,2,357.94,33,365,43,84.96,3,274.63,0,1,972745.38,451.64,264.35,16205.37,0
0.16,159,43272,28,459285.09,212306,98880,23.18,8,5,2421223.08,80,1,334.4,30,336.12,5,54.3,2,235.87,7,0,335791.03,30433.91,242.97,105104.1,0
0.26,29,664664,12,364140.22,853,703311,271.25,10,3,1342320.5,5,1,207.19,26,335.28,2,209.51,8,297.09,0,0,26468.48,793.71,610.12,13867.53,0
0.1,94,235308,31,18116.34,622227,539289,299.89,1,3,1055722.43,17,1,309.32,26,337.27,4,69.72,8,101.24,1,0,148069.02,269.53,60.53,178285.64,0
0.51,2,412843,16,540415.54,41053,11568,142.9,4,0,17259.84,1,2,220.55,30,356.91,24,151.5,2,365,0,9,606851.56,10165.93,902.87,84849.19,0
0.01,37,345744,77,332031.93,3686,14830,257.38,1,12,4157123.92,0,0,232.45,28,346.91,20,53.74,1,365,10,3,159307.03,1663.61,434.95,49213.86,1
0.01,13,93433,21,401512.63,244320,61461,260.96,13,3,41702.39,81,0,125.47,28,365,0,329.44,11,220.72,4,1,721078.62,545.31,13.82,90030.28,1
0.03,16,127567,320,953995.14,207980,462052,125.84,10,0,138463.41,1,0,174.33,20,365,5,23.77,1,49.36,5,3,21087.29,925.69,89.86,10351.71,0
0.29,41,602096,62,267495.76,20777,607660,362.63,4,1,2142683.04,27,0,443.28,30,312.67,34,97.51,20,119.49,0,0,13724.03,1035.84,27.95,122653.74,0
0.32,2,231520,165,81021.05,61751,1641,88.74,4,3,2546347.73,27,0,473.47,33,344.8,45,29.15,2,167.94,0,1,476671.79,11649.4,142.71,14690.06,0
0.03,44,11736,87,638462.98,826,44683,28.8,1,3,707742.53,33,1,169.39,32,365,1,306.92,5,222.87,0,1,18260.34,684.76,103.32,15522.95,0
0.17,6,494622,131,14336.04,295203,212562,178.14,1,4,170721.8,46,0,386.19,33,365,10,174.87,3,214.77,3,31,242925.41,11830.63,53.72,233989.68,0
0.49,1,475795,78,436488.6,133326,489413,365,4,10,38889.52,0,0,420.67,30,355.92,67,156.28,14,329.35,6,2,188093.81,10600.06,536.73,171725.08,1
0.49,104,464121,39,813222.43,20270,254178,197.38,5,1,38313.93,23,0,415.52,30,347.97,21,252.21,0,177.65,1,7,694688.17,1149.51,43.91,293041.08,0
0.62,34,239687,34,148538.93,694,79213,197.67,11,7,1770028.8,46,4,157.08,31,365,69,240.06,0,365,1,7,42805.63,103.29,19.74,149029.67,1
0.11,11,46916,129,440818.74,159225,28684,155.87,3,8,289877.02,21,2,417.69,23,349.18,25,315.7,1,270.5,5,1,37414.12,11911.49,168.08,77072.24,0
0.41,27,314918,4,589468.36,10707,261300,183.1,9,3,1817381.99,94,0,120.88,32,339.48,79,49.34,2,117.09,0,6,113672.28,3979.07,17.45,77012.54,0
0.05,37,15042,118,209619.65,2028,14335,169.97,2,6,186551.78,3,1,471.39,32,365,39,297.99,2,274.71,6,0,1018571.52,4350.9,94.8,8919.36,1
0.03,8,143257,11,9525.55,151557,169859,222.29,8,11,1729530.27,6,2,33.22,32,310.5,95,184.93,6,349.34,4,13,1113671.47,5985.75,487.36,11207.63,1
0.24,57,1057,9,370260.26,38251,71499,170.25,2,1,1411647.66,5,3,525.71,28,358.13,48,75.72,1,333.61,5,2,813581.74,5597.46,24.72,144187.73,0
0.12,2,687829,13,732202.29,200863,59789,225.6,8,8,179093.28,25,1,180.47,28,325.26,120,44.5,8,207.31,1,18,395161.27,6692.44,555.19,111999.37,0
0.02,24,13997,4,342109.49,192482,510982,98.62,6,1,1787139.92,4,4,254.39,26,365,23,18.76,9,24.9,3,1,442404.97,391.84,877.21,451539.38,1
0.13,3,264835,145,31329.28,467884,557256,164.44,2,4,2066778.11,29,0,109.47,33,298.55,1,72.62,1,77.27,2,0,28734.46,430.24,89.63,14446.94,0
0.02,59,20088,22,555478.72,123249,978570,17.48,3,1,1600360.56,21,0,169.54,33,335.52,3,28.65,17,136.85,1,0,48940.83,10409.44,147.94,216157.84,0
0.12,8,5772,13,286364.8,25155,93430,320.17,3,3,1395776.21,7,0,203.41,33,324.29,49,35.8,23,288.84,2,5,159292.28,26.83,34.81,72699.07,0
0.15,56,168285,29,483419.19,17890,362941,22.86,11,8,1079566.32,26,0,132.55,28,365,18,327.14,9,365,1,11,287817.95,8950.63,28.09,292261.34,1
0.4,123,556834,5,35071.27,35058,494140,133.67,3,9,1352087.2,23,6,322.54,25,365,8,228.66,1,302.85,4,2,23759.32,20416.65,26.55,276528.11,0
0.3,30,69010,173,28810.3,3373,575359,156.49,8,3,2176831.26,21,0,298.43,27,363.61,48,250.63,23,365,1,1,333399.08,24323.42,9.32,238235.54,0
0.16,2,780,41,177544.42,58587,18661,160.59,8,0,1994306.48,37,0,246.68,35,364.3,6,271.29,1,27.93,6,0,26179.59,960.33,57.04,90371.8,0
0.45,60,71387,9,359775.22,215687,135666,142.27,3,4,1171770.21,21,2,220.25,36,335.51,8,68.4,17,365,1,3,56139.73,1263.73,25.62,90163.33,0
0.01,5,7659,149,15034.05,593039,121108,47.73,8,5,2425704.52,47,3,197.69,31,280.37,77,30.4,13,155.78,4,1,21361.77,1137.73,51.1,9418.75,1
0.08,8,739481,65,27728.68,16153,296914,163.77,4,3,160908.12,3,2,191.64,26,326.89,3,247.16,3,269.63,1,1,14546.88,418.35,838.24,239744.71,0
0.03,3,401635,3,93061.96,155815,439637,46.6,5,2,1182502.32,2,0,313.1,34,331.99,86,71.09,12,162.26,0,22,754250.03,846.77,17.63,6570.46,0
0.18,6,422562,19,297526.14,108941,553496,42.33,3,2,2480475.12,23,5,426.83,25,365,3,26.26,20,286.4,5,0,10534.79,5570.79,9.69,177173.75,0
0.01,9,99336,94,34485.84,9813,388067,287.16,1,5,435267.1,7,2,305.33,29,365,103,7.36,10,363.23,0,4,696553.64,543.61,277.98,208981.89,0
0.19,29,436091,7,27276.34,14931,741723,294.55,1,10,1407019.79,0,0,326.33,33,365,0,229.32,21,365,10,1,367203.3,724.38,77.58,8894.81,1
0.02,10,476817,41,437847.15,1290,80048,199.7,1,5,914075.77,0,1,234,31,365,3,330.62,3,212.41,1,1,197464.15,343.35,495.65,157401.46,0
0.13,4,955678,140,303392.54,271755,107700,142.73,2,0,3517286.44,5,0,432.9,25,345.75,3,130.94,4,233.73,2,0,320354.3,8250.83,35.19,7474.79,0
0.01,65,30751,84,381441.9,10828,48478,164.83,1,7,1737980.27,37,0,398.39,38,365,3,127.18,1,269.37,4,12,704385.01,102.39,30.32,171900.73,1
0.37,57,126454,138,204398.44,467,297059,129.41,9,1,4360764.22,23,0,137.16,29,365,2,33.22,0,365,1,4,39420.99,242.62,915.51,67233.85,0
0.04,58,262934,31,156004.71,65181,129319,72.9,4,1,763085.98,24,2,9.52,26,365,4,256.63,4,365,7,0,1048072.5,876.38,338.32,3113.77,0
0.01,16,4592,13,258643.1,184326,27728,144.06,8,5,1085261.84,64,0,209.47,29,356.04,2,199.19,13,196.06,1,8,121350.17,1137.73,185.92,94993.72,1
0.01,95,435377,4,823318.32,97234,87286,330.04,9,9,96768.82,20,3,160.67,35,336.22,6,25.34,5,224.21,1,3,482152.44,1944.07,131.85,10928.07,0
0.2,61,554579,18,556383.27,547367,249170,155.15,1,1,2335623.29,18,4,16.02,37,358.3,1,55.26,11,245.8,1,12,781660.47,6267.11,97.08,43895.13,0
0.11,16,7022,37,781191.13,25385,6240,260.3,4,2,269168.69,21,0,134,36,361.37,6,37.21,16,294.73,1,16,144905.66,2681.48,800.64,176078.96,0
0.02,9,257946,252,94893.39,537821,492333,265.91,9,5,718312.94,3,0,486.39,27,338.62,5,26.77,11,199.45,10,10,36644.5,3456.55,3.02,122483.13,0
0.06,80,687944,55,277496.07,357245,211481,42.63,8,10,22402.83,25,3,108.75,36,328.42,69,348.14,9,297.04,0,6,417991.6,3880.67,46.44,12247.54,0
0.03,1,22817,7,381824.46,43812,379395,282.59,6,7,3737951.61,3,0,259.03,18,364.53,0,16.06,1,204.4,0,0,422406.24,619.44,430.41,7594.77,1
0.31,96,515702,8,780327.59,16666,17026,68.72,5,11,2927889.93,79,0,94.53,31,336.28,94,338.93,0,143.23,4,0,86722.68,364.75,48.83,293079.69,0
0.33,11,46118,127,233409.7,277619,669920,35.45,2,1,513548.53,36,0,22.53,21,365,2,45.26,11,26.46,1,1,774071.7,31575.65,1014.7,99284.51,0
0.27,3,32919,2,338735.45,1559,481173,240.68,8,0,2718953.63,26,3,68.8,31,344.65,31,357.56,1,365,1,0,74996.25,28607,7.59,162815.51,0
0.18,40,172677,6,251624.33,30407,550950,27.56,2,0,50631.18,0,0,238.42,25,365,2,78.96,1,275.05,2,20,41555.83,908.19,25.39,3726.48,0
0.02,18,184615,124,468154.09,428598,26473,96.73,9,8,1450965.98,25,1,278.06,37,365,32,34.85,2,134.52,1,14,710539.99,18362.47,173.58,18057.37,1
0,39,358731,93,1840.97,37659,618,138.86,9,11,93613.47,0,1,299.92,28,365,23,215.54,1,287.55,0,8,69264.33,516.27,73.53,97608.69,1
0.05,2,15308,34,23424.81,426385,64155,365,1,0,1357206.46,14,0,205.55,33,365,15,181.75,1,348.51,2,14,978509.71,419.95,383.68,11072.03,1
0.1,4,595592,152,161542.34,407029,10551,78.13,11,3,466510.51,5,0,90.72,29,365,3,18.04,7,241.22,0,14,209192.2,8438.77,182.13,6786.65,0
0.25,29,69623,175,238769.45,117263,19761,93.45,1,9,183842.69,3,2,447.14,30,343.94,2,149.1,6,148.47,0,2,13670.54,846.35,34.65,8012.3,0
0.04,7,13522,6,307073.2,11294,786701,184.83,1,8,52451.56,4,3,106.35,31,365,2,76.11,1,365,1,19,229483.6,19630.6,36.53,127920.85,0
0.04,4,31049,13,427934.09,48782,303166,175.72,2,6,1693066.09,16,1,149.75,35,325.48,48,135.88,10,258.42,7,4,150982.38,336.65,166.27,257106.22,1
0.09,49,386929,84,588692.49,297751,52943,175.72,5,6,199385.43,57,4,363.36,25,365,32,207.6,7,148.83,0,9,144256.39,9162.27,41.42,177468.57,1
0.09,50,1049922,24,559939.46,469054,494659,365,4,0,912190.22,34,1,182.28,26,347.31,3,278.42,1,365,7,3,41827.51,18711.69,9.14,71566.07,0
0.06,108,27164,51,12120.03,86424,655570,90.3,1,7,47678.37,16,2,433.85,24,365,46,165.5,1,365,8,0,51962.74,745.98,133.97,219757.01,0
0.37,3,207289,187,190731.68,174162,144974,166.87,13,4,2388858.97,41,1,96.87,24,362.65,7,20.47,1,305.04,0,1,251541.83,783.79,645.93,7085.34,0
0.02,3,3842,2,847132.48,27003,439838,88.29,8,3,2790800.46,34,2,194.2,27,365,44,79.11,15,277.79,8,1,165501.56,1371.69,35.13,23097.09,1
0.03,1,149087,6,140804.45,61735,240805,79.87,7,4,928138.69,2,1,228.65,34,321.44,1,6.96,0,323.1,1,3,162036.31,310.17,66.19,35696.76,0
0.18,2,462335,5,983218.76,258949,305284,218.78,1,7,861506.88,3,0,32.31,31,365,18,150.95,28,36.73,8,1,671029.62,922.04,790.65,43908.88,0
0.13,20,79939,127,339859.85,198263,19206,119.35,4,8,1136706.16,42,2,41.55,27,365,56,38.62,0,316.13,0,1,55185.23,676,18.31,426775.46,0
0,46,382996,138,356961.68,20549,266763,239.21,3,8,1958490.53,4,0,387.53,29,365,3,185.49,23,216.2,0,0,74214.5,1405.57,597.91,120451.35,1
0.03,115,341132,144,107651.79,37080,197027,235.12,5,3,1647461.44,83,2,226.63,29,365,78,31.49,0,365,4,8,462503.19,50.68,44.94,140869.88,1
0.07,16,11394,66,23660.88,201865,78562,251.76,5,13,2583893.01,1,0,347.01,32,323.82,44,365,22,225.66,5,0,14999.36,845.65,234.39,17.2,1
0,3,744558,10,389556.1,85167,247770,140.06,8,9,176401.26,2,0,131.75,23,342.34,3,272.33,2,365,0,1,9524.01,4646.98,476.43,126729.44,0
0.2,0,546535,194,345829.66,4833,514808,279.82,9,11,1545904.91,47,0,254.27,27,365,6,37.49,12,272.15,5,14,414799.1,1786.05,735.72,11849.44,0
0.14,124,199021,120,226879.57,13322,557216,64.34,1,10,1328456.96,24,1,279.55,31,299.6,55,54.94,16,177.59,0,0,307470.14,2349.72,51.6,183415.51,0
0.25,101,587285,6,191712.59,308790,99120,28.4,2,8,41273.36,19,1,396.3,24,324.15,19,85.94,0,299.77,0,3,230845.88,15354.33,207.14,106733.31,0
0.18,91,101073,178,15312.89,35582,267196,342.62,10,1,522325.65,1,0,187.39,29,332.37,37,187.45,9,349.05,9,2,313583.9,15403.06,927.03,10593.52,0
0.01,7,196802,164,21595.33,319422,266675,67.48,6,3,120141.07,1,0,309.9,22,365,4,145.83,0,267.92,7,10,735106.25,6264.28,20.64,686.57,0
0.15,40,70093,165,318865.13,11812,175792,99.16,12,14,1805488.06,2,0,257.03,39,365,50,295.64,1,197.27,2,0,202480.62,648.67,522.28,233055.88,1
0.35,3,336843,15,394948.63,11819,450622,115.75,11,4,2413350.11,4,1,171.19,31,365,46,217.01,29,199.23,0,1,757475.67,5658.35,324,7137.74,1
0.02,53,356284,266,47251.31,274094,25794,36.71,1,1,1666563.94,15,0,428.24,33,365,69,167.96,2,193.93,0,1,38101.28,73.06,54.85,70418.88,0
0.06,53,375746,148,573425.25,175844,430119,108.46,2,1,1801396.75,2,1,367.88,28,365,8,145.98,14,318.79,6,11,749886.81,5651.37,74.81,21595.2,0
0.01,1,317175,7,130352.22,199377,18149,157.36,2,1,990879.72,40,2,103.91,35,357.16,19,114.89,9,349.66,9,6,55030.27,206.56,835.26,16532.72,0
0.1,2,145399,316,632136.76,298877,7515,135.57,1,5,118780.56,16,2,161.15,32,321.69,1,25.35,0,239.55,7,21,526313.29,7718.31,14.34,273639.97,0
0.23,45,504324,166,58638.32,19601,51095,286.86,1,6,1655877.3,0,0,407.49,36,365,41,32.28,2,264.49,1,7,507750.86,315.04,547.34,43800.73,0
0,46,313489,144,165230.97,116392,21904,25.75,1,0,837139.18,13,4,328.85,29,333.24,2,24.61,2,278.78,2,1,20371.62,12851.22,549.77,164454.7,1
0.16,11,32353,26,125672.47,315985,872911,131.74,7,2,1291369.45,1,0,373.73,34,311.4,38,203.32,2,23.43,6,4,163578.57,19931.92,149.11,189165.27,0
0.02,2,140065,9,634999.32,18037,364481,358.61,11,2,203060.43,76,0,204.89,32,365,53,181.74,23,259.54,1,8,66895,7970.22,263.42,45557.71,1
0.04,28,26280,178,643517.68,735174,223554,20.76,4,5,1253617.42,9,0,1.92,35,324.19,10,365,6,295.88,7,2,21217.83,3451.38,172.6,3259.21,0
0.08,2,976,27,582396.18,240580,224642,126.6,5,1,106285.93,1,0,533.02,29,365,1,191.65,21,365,1,1,32919.63,2809.39,79.9,175845.96,0
0.41,1,15130,3,47859.21,198987,63457,250.1,6,3,163756.74,4,0,471.49,33,365,1,26.73,3,16.11,5,0,611740.36,665.45,197.07,190313.33,1
0.02,59,513859,55,563494.85,534567,308253,208.71,7,4,870503.28,6,1,103.52,29,365,21,194.72,1,226.55,1,14,473215.87,618.14,73.7,21711.53,0
0.22,12,397998,17,156094.05,50785,76335,31.28,2,11,868478.15,3,2,4.33,26,310.31,2,208.79,17,327.19,4,19,39252.35,1365.46,360.77,300551.21,0
0.13,1,210662,240,356392.16,114386,29464,26.9,1,2,908734.81,2,1,126.86,25,308.45,66,100.83,0,235.8,2,10,15995.21,3858.7,34.6,4626.59,0
0.37,34,541186,324,367616.58,504709,188383,13.15,1,0,222999.39,56,1,192.94,30,365,28,20.43,1,214.21,6,6,163559.16,400.64,445.41,130904.19,0
0,2,384386,113,32758.14,27237,638936,100.3,9,4,153910.62,61,0,108.79,32,365,4,42.07,7,116.39,10,12,441290.99,16585.71,15.43,420955.95,1
0.33,5,135051,175,178023.83,233781,370386,365,14,6,1626252.93,50,0,82.16,33,324.85,5,203.59,2,270.31,0,2,670497.17,1318.54,62.32,7780.63,1
0.09,11,269153,4,6179.29,26023,726095,156.62,17,0,2315893.7,0,2,441.72,29,351.03,3,93.11,2,174.37,1,3,69620.5,332.17,555.41,25010.79,1
0.16,1,257305,84,475898.43,19786,280766,33.37,1,4,1391321.35,9,0,31.79,32,339.2,33,38.76,7,365,0,0,791575.14,18195.71,20.53,10697.51,0
0.17,1,16162,23,154647.45,112149,51772,164.76,17,5,1334063.41,16,0,115.57,30,365,13,335.54,13,279.78,5,1,74199.72,484.1,640.83,26469.12,1
0,0,397189,98,284943.73,394525,12120,32.83,9,4,1915535.45,2,3,325.94,31,330.36,5,4.17,23,244.97,0,10,30408.3,2633.35,404.28,23172.1,0
0.06,7,198393,49,243218.06,100654,54006,316.35,11,1,67621.6,14,1,55.83,41,365,42,4.96,8,146.38,15,4,3118.5,1951.32,112.51,124019.55,0
0.02,36,42313,5,427568.96,24417,699298,89.69,9,6,3346852.22,4,0,449.44,27,365,24,348.39,3,270.43,2,1,32397.48,2680.62,9,15846.77,1
0.16,1,62598,4,61368.79,21404,3978,106.14,2,9,1418471.96,23,0,34.32,33,359.93,1,333.33,7,162.12,1,3,26812.46,204.83,18.86,177887.12,1
0.29,76,625265,40,66732.72,46659,124598,365,5,0,1274083.93,29,1,363.1,29,317.82,3,289.85,7,365,5,0,218647.21,463.32,75.38,109651.27,1
0.08,6,136792,82,45151.42,8939,27352,341.93,7,10,1387536.31,0,0,181.62,33,365,3,35.9,0,192.84,0,6,12473.27,1521.35,268.19,2959.32,1
0.03,89,15724,91,27054.32,260615,34978,33.68,4,3,666768.15,29,5,163.17,28,335.95,5,46.52,0,200.18,1,8,997937.83,198.08,548.79,22680.91,1
0.03,1,445026,25,48836.25,161800,527371,109.71,16,5,2073916.74,1,0,199.92,28,286.56,8,152.06,0,311.34,0,18,674815.33,931.04,7.23,32080.78,0
0.22,6,560849,76,254111.88,61877,247881,33.69,10,0,924580.87,23,0,171.51,26,358.72,34,261.03,4,365,2,1,490120.26,21291.38,579.95,270114.28,0
0,2,220513,128,7395.75,263,37544,360.83,11,6,2864975.85,19,0,162.72,28,364.7,46,169.52,2,233.43,3,1,960000.8,63.84,619.71,1798.19,1
0.28,79,46841,88,680504.46,273405,462042,322.79,8,3,405413.73,4,0,235.07,34,365,7,167.95,1,365,5,1,95808.63,185.35,662.55,24289.67,0
0.51,43,39343,153,361156.63,103436,581065,307.12,0,1,10157.97,8,0,515.42,36,303.94,1,27.65,53,28.92,0,7,640683.84,7109.56,91.46,153430.89,0
0.14,3,52479,118,634802.97,247116,18088,256.27,12,9,605754.43,37,0,291.81,34,365,2,153.5,0,64.4,8,7,13234.58,20258.27,65.09,56133.88,0
0.09,28,381731,117,772855.06,2275,261240,333.08,12,7,404796.64,16,0,170.45,32,353.16,1,63.16,5,332.81,0,7,5333.65,11413.52,19.55,188992.19,1
0.02,6,199600,166,270944.8,993360,19878,27.36,6,2,1808944.9,2,3,47.83,33,348.34,36,111.12,3,365,5,1,27177.74,15321.2,161.93,139610.31,0
0.09,54,16881,113,17248.13,150432,84126,154.66,1,13,1130409.46,45,1,360.68,34,365,36,147.54,25,64.42,3,0,124727.22,16829.79,117.68,8315.12,1
0.02,11,666176,66,346695.14,98338,96811,28.75,3,0,1174215.33,48,2,131.56,26,312.42,13,27.94,0,286.37,8,14,200655.77,1747.21,545.16,84578.63,0
0.01,8,34063,1,75305.89,19832,76658,92.34,5,8,923504.15,1,0,440.6,24,363.35,57,318.32,0,257.22,7,12,244927.52,597.18,3.47,128281.13,1
0.02,11,119564,10,264110.69,24147,27360,222.88,1,4,1492440.26,15,0,223.04,27,315.83,1,258.14,0,365,5,1,673500.86,2157.23,12.25,56131.05,0
0.35,3,431116,11,145024.9,347631,72370,158.69,10,2,1449896.2,0,0,163.27,21,365,22,120.02,18,163.19,0,11,467349.5,1680.91,624.35,21025.88,0
0.21,43,318750,4,344865.19,99489,48254,45.83,5,7,2392945.43,3,0,323.59,38,365,44,164.03,18,263.02,3,25,353509.56,2007.02,90.78,8075.59,0
0.02,84,200497,4,558915.3,18539,512992,189.02,1,4,137661.4,28,0,266.93,27,365,4,107.97,5,157.09,0,4,25916.41,10057.97,362.4,25970.02,0
0.18,4,163702,70,233384.58,54522,328377,111.54,12,13,1223207.94,75,0,231.44,33,365,0,36.88,1,340.91,9,1,80821.7,476.4,2.81,79424.34,1
0.03,51,5435,4,532900.47,25780,571047,37.37,3,11,3071541.04,4,0,420.76,36,349.69,23,34.58,17,312.67,0,1,151999.27,7538.37,187.94,16034.64,1
0.01,5,94085,132,1091292.49,3050,236606,291.3,14,5,3424589.18,33,1,222.92,24,251.17,30,142.96,2,50.8,0,11,49515.23,12,452.44,193807.87,1
0.2,43,377634,61,662350.78,55732,72672,70.87,13,1,43596.6,3,0,32.89,32,365,80,128.46,1,247.29,3,2,538895.09,1203.07,113.56,51189.93,1
0.14,0,286880,162,180379.7,401296,478988,365,0,7,1310605.35,13,1,308.95,29,365,43,258.1,5,202.67,7,4,900180.17,5227.13,474.02,81778.85,1
0,58,10039,2,12761.06,9816,302690,191.49,2,0,352733.34,7,2,45.64,28,365,9,215.03,0,363.49,1,1,86165.74,3066.77,47.1,206674.13,0
0.01,72,284347,4,300175.66,3482,37168,339.37,2,2,1272153.43,1,0,190.99,34,365,3,217.79,1,302.82,0,5,697279.46,714.74,49.67,180179.59,1
0,53,64102,6,222476.47,804405,180420,107.42,9,0,524313.61,30,0,186.92,33,365,43,22.37,0,365,8,19,20441.97,11605.26,154.69,8955.15,1
0.25,1,444711,5,189923.95,23892,779460,245.82,7,5,3113519.92,74,1,130.7,23,365,6,96.31,17,179.15,0,8,425126.52,740.29,58.22,13957.96,0
0.28,13,256988,167,58224.36,273176,412175,165.12,6,8,3024795.81,6,0,168.13,25,365,6,336.35,9,302.3,0,12,18642.96,829.16,21.09,174071.28,0
0.47,21,374446,40,304634.67,142570,30191,198.89,0,4,131992.72,10,3,313.83,27,365,62,136.99,7,365,3,0,692033.08,162.17,4.65,164676.96,0
0.45,14,1008469,3,239996.86,312390,359281,97.83,12,6,400856.8,34,0,332.72,31,365,4,27.16,4,365,0,1,281737.52,688.22,58.29,17062.44,0
